,Height
1606,62.58697166
345,70.76472016
2332,75.694314
3146,68.04105455
2473,66.01495833
385,67.65252759
3347,66.87303445
2193,67.62447726
787,67.88722989
207,65.93178483
2336,71.09133217
1053,67.18093863
2179,71.45613951
520,68.72830407
1069,66.57823462
1847,65.42070794
48,69.17985762
2345,62.81315544
669,66.45560214
2294,71.31765101
769,65.74729799
2457,68.76377136
698,65.22082048
2531,66.56010463
1414,67.40575512
293,69.89920395
3158,67.45276727
894,69.05456976
2849,66.77872373
1325,75.75344577
2458,70.89251934
983,73.71674275
1112,65.04122113
631,67.74158927
3042,64.57971744
212,72.39448041
1609,67.72801739
2411,70.61636287
1287,69.51843618
1916,73.60836469
2527,60.26910783
1833,66.17479389
2597,68.9574386
198,66.31623192
3327,74.88521873
2715,67.19317134
3020,60.21701856
1884,73.04959537
3217,67.19207608
1442,60.82027054
3321,74.06687892
2640,68.60241271
223,67.8860138
1778,74.69552272
523,64.3001742
229,71.84843485
2482,64.60280743
1832,68.01907816
1651,62.20882862
2781,70.34949975
3202,64.44509767
1938,63.9016449
1213,72.42580597
2484,68.89078389
1680,64.4613459
583,65.18847756
2256,67.00407627
1375,63.4089479
1123,63.81097455
828,66.65323374
1990,67.41824071
2912,71.80366854
2796,69.59294259
3480,70.28858236
821,73.50183962
3026,67.35201875
1249,68.89087213
1204,66.46704142
823,72.06737999
2208,66.96490198
398,67.26636272
2183,66.70032038
1664,66.48159749
2792,72.46702493
3245,65.03578583
891,68.99710986
747,65.44092231
2018,74.01300646
2301,66.68582515
37,67.19352328
3396,65.54251432
1575,71.86584525
1773,69.22921912
2119,66.69311562
1605,66.57751567
1645,67.47703124
2279,70.40231926
2529,66.73417092
2157,67.67104439
750,70.51851509
372,68.29555456
1161,68.24300184
2703,70.34610444
3150,67.68432553
2211,65.74097213
2414,68.72024318
2785,67.14350957
2956,72.58802109
1091,72.10911232
1146,69.20766611
294,64.42519379
3018,71.67929496
977,73.12243321
259,66.12867317
158,68.59333554
1152,70.53251302
1761,63.00618017
970,67.74898985
3263,68.84021056
3105,68.48916396
3028,69.68364342
2964,69.35749107
845,73.39654293
2037,72.28439692
1497,69.75003243
3288,67.72418199
2340,70.45629855
2066,73.56704626
2878,65.51390658
1369,67.70560322
2250,70.48962054
904,67.11452669
2530,67.27329355
513,70.79430255
67,72.76536995
537,64.36216387
1817,72.50942559
1518,69.0014984
2354,70.01950469
2317,67.95083753
1862,70.59838073
1726,71.03061695
309,67.70078811
1347,68.30593359
800,72.21503491
1597,65.26460446
2079,68.69817522
1790,68.07265309
2665,72.50441019
2970,68.3606064
3145,68.09285476
1083,71.09295626
2947,71.70421757
125,70.90865306
68,68.0993798
2246,65.1939877
1397,71.6016965
1244,69.08057727
2381,69.32985159
2223,65.70453903
149,72.54330705
1926,68.96188761
1172,71.69276566
2555,68.27884184
1683,69.1344005
1702,66.80502561
3085,70.64519081
2343,64.84630137
887,66.82084589
920,65.97520718
1573,73.35843664
1818,70.38183211
1919,70.40472368
3262,72.73629299
2027,70.13360612
1917,64.18148293
2380,74.34020588
1586,66.27613841
436,73.18104362
2602,66.18187867
2991,69.55905319
851,66.63104094
1865,68.81943046
672,73.78127448
60,71.40318222
1646,71.35662808
1681,65.85496276
3328,70.66024964
264,69.32711818
3008,67.86431223
1323,74.72413903
456,69.07774056
596,65.66755448
2817,67.52463932
2765,66.66789351
1422,72.36993359
3044,71.33055367
982,67.69712341
2291,67.37831944
1691,71.11908757
209,67.58074728
2226,65.56280415
3417,66.52960634
202,75.14082143
347,69.39047409
2253,65.09406453
3461,70.06577387
3411,67.99399483
739,68.36463488
1084,70.12179615
2719,65.62990179
1109,69.73101343
2899,71.86062465
701,63.96253068
3140,62.25863646
1406,66.87536305
1118,65.66451791
634,69.55476188
1617,69.20806784
2213,71.16322165
834,70.66144439
3371,70.03076215
2015,67.17597236
267,70.92912508
3409,69.74837158
1677,68.47745653
2906,64.76225938
2510,69.32618896
2093,66.22909563
809,69.57143021
1122,70.85695017
2155,71.78788227
2349,70.34105811
1206,64.58725609
2552,70.76876216
981,68.23015031
1034,72.16154497
2978,69.0173776
3198,70.00488668
51,70.18354989
305,70.18535205
1648,67.47309881
3137,69.92371421
3058,66.68703847
1782,67.8417924
2095,72.08529953
21,69.43943987
1037,69.0848968
3079,71.05324896
726,74.40818786
369,69.91563736
3010,64.95081171
1220,65.80606287
2814,68.8632082
2711,64.96634668
1482,68.61092192
1362,67.41315186
1514,71.79202206
104,70.0758882
1487,73.27944485
1500,67.90180866
3076,65.4897624
1285,68.07384912
2860,69.57803008
2922,70.94947253
2241,64.72162222
1599,71.85372209
575,68.85335437
2553,65.40914689
2603,71.17286856
2447,68.42316708
2700,73.09928377
1446,69.98995301
160,64.33364811
1245,71.51072979
1354,72.06059237
1710,68.99299407
1289,68.88371651
1093,69.20709959
139,68.14059036
1157,67.97215983
1402,70.53457828
1489,74.68636681
3090,74.11230421
1108,65.18093656
1494,70.53420182
3485,71.79580863
3444,68.23173811
1115,72.87153874
435,70.46668931
2035,69.47030447
2389,73.10605905
3490,69.13988022
2750,72.6645041
2575,68.41127477
2907,64.59445871
1899,72.09919305
1035,72.00328044
210,68.58927044
1851,68.03961633
53,67.33083088
779,72.36198348
3033,64.96117997
3016,67.45989887
386,75.62019316
2826,70.87782625
3492,69.89355833
2864,69.24464038
146,71.33837604
498,71.08008356
2861,69.10198331
1947,64.98549836
619,73.6661888
1652,67.44508051
995,68.6426276
2748,71.61782407
3247,73.79893605
1601,69.23076764
793,71.20661874
509,66.09035701
1654,69.92624123
1212,69.59482623
2281,64.36013556
167,67.70167966
1097,67.9863736
3266,73.35838291
2637,68.27902252
2613,65.89268577
3453,68.77721499
2600,67.56494159
1946,68.44619221
2006,65.05718061
2682,72.26741402
3362,68.76848687
2350,64.93998961
758,65.35028818
2472,70.07429648
1905,71.65292552
2702,64.56082848
2404,68.26572352
3447,69.78131983
2910,68.14398254
661,65.6942936
3330,72.76171062
3036,69.91509254
3482,71.33006448
3135,65.01090452
1293,62.77304147
2337,69.57657185
662,69.43099805
2133,67.22592983
529,66.11579969
1272,70.43475028
3131,66.46737814
59,70.01336535
948,69.37184333
2156,67.59911559
2108,74.56460108
281,68.82861496
1183,65.84806108
2421,64.57289686
3486,68.83232712
1629,67.74549287
3037,73.97251066
2521,70.80320122
2630,68.22485977
2585,68.00008113
2373,66.64156891
2851,66.99116742
2579,64.91152102
3292,66.04550715
3196,64.63944884
1326,71.02654346
2104,70.17695539
2859,63.67128785
853,70.61316241
3416,72.43046882
1276,70.3439986
1283,68.9027232
1628,68.80593452
1999,65.0785235
518,68.3464565
2701,69.91053458
3234,72.72060324
2240,65.48267083
805,69.77791032
3128,69.35331975
1953,71.077766
1529,65.09066143
2206,72.25407145
49,72.87036015
1570,65.92474109
1558,73.4461872
2474,66.68375106
801,63.00978308
2401,75.85011222
1310,67.84774906
424,71.57119416
0,73.84701702
2159,71.35273099
2668,72.97945059
2726,69.81151958
976,67.49285386
2034,69.44639071
1269,72.16575666
176,67.5994242
2805,71.89221787
512,71.11553184
1286,67.77716819
1462,72.54132659
1812,66.47556185
1139,66.82276322
1855,71.08385997
766,67.45323124
1348,73.96449337
2346,65.60876846
1054,73.10634428
1317,78.46205292
2649,75.25945676
1262,70.2091372
3382,67.29747794
2774,69.58169997
2841,70.88466566
380,66.29589772
1866,67.09741797
2855,70.6399789
3165,67.2953506
2755,61.74065772
3435,68.30662533
419,71.61517875
625,65.72916187
2087,74.14785747
1480,72.37867503
1059,70.62786979
1970,66.36163569
80,67.57715394
73,67.59526881
3051,70.56336105
1252,70.96598572
2207,71.79531868
1894,73.54269461
1864,63.84472157
1461,72.12882568
507,68.13028842
1181,72.97226337
2871,70.59742018
488,71.38602219
1124,66.94959112
3476,67.49730354
1541,65.93443088
388,68.89083891
2204,69.71193781
1290,69.76784563
861,68.56175073
2856,68.56217931
815,73.96294107
1086,71.50724241
2448,74.24229314
1576,71.85748745
2112,69.2844188
3331,67.63921455
2971,75.15687858
1279,67.40319666
604,70.11434363
3053,69.77787507
352,70.9158354
323,65.28602551
2989,63.76404949
2558,71.21207602
2629,70.09857714
1655,68.8610815
2082,71.5224187
2998,65.73888272
1405,69.87714736
2724,68.27990776
1699,71.56525646
1705,72.05959136
2067,65.80655692
622,70.42473053
2453,67.70533285
2406,67.16719433
2706,72.6291227
1831,68.08994144
1274,69.22708106
163,67.23393092
1753,70.67451735
2047,66.87490671
2284,68.91629283
3377,72.35050088
408,71.05566416
142,66.20603205
22,66.14913196
1770,69.31943753
1005,72.54885198
641,71.5687337
2790,71.99164339
1343,66.52529411
384,68.4208722
888,67.78769383
2607,74.81405247
1085,65.78802419
531,69.24901281
1853,70.92014453
1935,65.28274066
3191,69.76960444
3399,66.19377181
1932,69.68548314
1671,70.05933098
2109,72.63310674
1148,65.43505946
786,63.30996928
1585,72.28192835
3354,68.08790389
3317,66.94630104
2773,68.46138309
2838,69.83697663
952,66.00196773
2160,67.93550704
2242,69.03049142
3379,72.32369853
1574,69.05262823
1955,71.27670183
3208,72.03894449
3048,70.19241426
3122,66.8672457
2609,70.23648981
1331,69.58020822
1842,68.36301257
2438,67.26886221
754,66.45689878
2270,64.25738938
1378,72.3106346
3112,64.99140451
2100,66.62894612
286,70.50239804
2745,72.66524188
2987,68.85485671
1079,70.97378777
1511,70.76175245
2572,73.43395339
135,71.00189769
2249,67.67265267
2191,59.93864965
211,70.32475344
2686,65.20734666
274,67.5650399
88,68.24446179
298,71.41894599
567,67.80567987
315,68.76124693
2151,69.58211332
3144,72.20120368
2020,67.52710166
2646,71.05995586
2767,67.76651316
528,67.22698623
3255,68.19879582
308,65.42057682
1505,71.05277859
1374,75.15541009
1134,62.92194889
1203,70.08043998
1318,70.61624345
833,69.75447933
2110,73.00609716
1682,69.9027564
3071,68.64741231
2004,69.43764789
2652,65.38962908
2300,63.75414887
1166,68.45490383
629,69.82746419
2501,69.57359157
3412,69.12602234
2660,69.47507618
2140,72.44634816
1861,71.11362477
1222,66.35174153
3295,69.58595624
2557,69.05063819
2282,67.77808173
159,65.21857558
3201,65.3577593
3489,70.88410877
3275,72.46060879
371,67.64994086
2131,70.74308255
3391,69.3292134
3286,66.7759834
1553,68.51599909
239,69.1678363
1429,69.38201738
1978,68.06434894
2202,64.48957485
618,69.13726936
1090,70.15126491
295,67.8521307
430,76.02708186
279,69.28592141
3318,69.92082236
27,72.80084352
2810,71.35947191
2306,64.4645503
1656,70.94349959
722,71.45232654
969,66.11122914
2347,72.96588002
3170,71.95536184
3438,67.39177377
950,66.55652499
1211,64.69929448
1428,68.90485109
426,60.74811787
3392,70.97649076
175,66.65616417
1923,69.67461416
3227,64.93574441
593,65.54407625
404,65.81494282
491,68.44574673
2772,74.59473633
824,70.48922454
847,70.15196588
2426,67.28573328
3298,69.81609947
1711,72.81763633
2948,65.54030251
1788,67.94562981
1370,65.85420481
2520,66.03495575
2145,71.58255465
409,61.92554729
2060,71.12736087
2316,68.54172854
1841,72.0219746
951,67.25995282
1304,68.48572454
1209,65.37932474
974,69.87663341
474,69.0494784
215,74.79537502
3294,66.73363406
500,72.06275498
1583,71.91211901
2285,68.05540022
1634,69.37803726
2036,71.53180202
538,71.32700107
2357,71.98000945
1130,66.89231469
2063,67.96813278
3378,63.52963424
496,62.17833122
311,71.16724587
131,65.80624829
251,68.23113195
3339,66.34988167
1314,66.246099
2535,71.61647581
2184,68.07461976
647,67.26010358
594,71.21391257
2980,69.47615015
810,67.32706481
2813,69.16140409
2443,70.47219506
278,69.65043741
29,68.49641536
2736,68.9295424
1731,66.39812838
2821,69.43986047
2286,63.77036299
2075,69.64340765
1877,64.82115564
147,71.00194477
659,69.23782869
2946,68.31918688
1974,70.86686943
2489,69.79845688
570,70.48529474
2379,71.33434891
46,68.25183644
649,75.05966865
1886,70.18487721
868,69.1146318
890,68.92967211
1320,67.87176723
2508,62.56214148
2735,68.15370179
827,68.6942095
3336,70.40617163
2694,63.9735571
1662,71.22182822
2023,69.43562471
33,69.1801611
1843,69.9221434
1416,69.55037638
2721,71.71587
1057,73.56929781
597,61.97273588
860,69.07449203
9,63.45649398
2138,76.56927352
1984,67.65327039
789,73.1411551
2310,66.48826617
2196,67.24071567
3095,70.11909775
1243,62.06383584
3199,67.0328297
78,66.51262766
2943,72.70722408
2455,69.0557467
2083,67.83993094
2538,67.77763687
234,67.36980864
2371,71.64830831
2,74.11010539
3319,69.1330814
3454,69.84142295
1755,70.67820774
1476,69.33034652
1048,71.06410538
1240,71.71367459
1418,68.69746059
938,63.9529284
395,69.21614731
862,70.32255001
3223,69.3804995
2886,73.42797007
310,74.22306306
1618,74.63382727
2627,68.94972
1940,68.29955581
3350,68.29577841
1779,68.18809667
2747,68.5689594
1229,67.7782298
759,71.60673989
1811,68.26284966
3121,70.1203784
1367,73.80302454
2237,66.93341356
1733,71.08909566
663,66.13539142
3038,69.06808803
3401,64.97071847
2363,67.1351749
742,67.96596781
2610,68.52851255
3277,71.05336754
2913,68.07178728
1512,65.63599729
3074,68.85868023
26,69.08963143
3160,69.63931191
1014,66.9466142
2304,63.47241419
2713,66.97666791
966,73.18794911
1600,66.96893592
1972,67.78453796
682,69.509488
3005,68.35987406
863,71.94912042
2089,72.59766295
991,71.61408945
914,66.79579309
2437,69.50522934
2934,72.79672984
2147,69.53359581
185,68.28704173
1764,64.90984533
922,69.81202171
74,72.50812038
2608,74.01689711
3279,65.6823646
3210,68.68885514
740,70.86980492
3116,70.96204204
3011,69.35342667
1743,68.63976982
819,76.43455871
2576,70.11697013
1116,71.92022184
1709,70.27758963
156,68.83846286
831,72.81103161
1358,73.81524583
2941,71.91830192
502,67.93463453
3045,70.96852756
2364,69.74264212
2932,67.72493598
2783,72.29758383
2397,66.55811408
2044,67.44841735
1980,70.50545687
2778,73.11969322
1056,71.91022602
1346,68.99744011
2917,63.78640194
2366,70.25340097
355,72.93864904
2757,73.56863634
2837,68.05445
723,70.69878995
2228,64.82117138
1976,67.60605862
244,70.67274718
3230,68.41195285
1298,69.70225751
3177,71.54108225
392,69.30608824
1746,68.16423277
3060,68.16331517
85,71.07901758
746,70.95804927
1180,66.63826918
2580,69.65496531
1315,67.72763125
2090,69.32960288
1101,71.85984886
912,77.16080089
962,68.60571056
554,74.64950788
2744,70.46431845
2428,71.25241746
3340,70.35503312
3304,73.84689148
106,67.55605126
2007,68.37178369
437,68.55087969
1800,70.66886319
2235,73.07197695
2212,69.12305784
2441,70.71093836
170,68.48187536
3441,67.174572
1985,68.32437947
1371,71.80691042
2122,67.64198904
1676,66.87851578
1158,70.83455355
1127,70.56606384
2057,70.68039627
2769,66.63511494
2058,67.91864565
2355,65.1054427
826,66.1841085
2818,68.56837467
284,66.61562439
2898,71.59068401
3182,70.28027169
2541,67.11570303
3383,64.06695656
3364,68.16893555
2280,73.48729547
1440,67.09221709
3057,70.15002037
2187,70.50979425
2584,70.66233952
2993,68.1110971
2003,67.17035935
1250,70.70807508
1954,76.11667468
2153,73.49841233
2239,69.10449851
1256,69.93271019
55,66.4995499
482,72.41058576
43,66.09017738
1821,70.03711499
1543,68.46982408
320,70.78628981
1341,75.26320153
2134,68.26964759
3466,67.17282846
2478,70.64894078
3459,67.99271417
1437,67.0478396
2820,73.22911602
2926,71.7023898
2255,71.65152428
237,67.94757004
1797,66.35812083
1809,68.52705806
1003,67.8053119
3272,70.34761712
2393,68.01174873
2927,71.15953593
2680,65.52238918
3073,69.07217688
2505,64.89042521
1199,66.20961729
300,69.85958791
2507,67.17293183
942,71.12075332
2867,68.43411936
2370,73.45960996
1259,68.50610095
2655,66.65876334
2522,65.20452194
463,68.24687214
5,67.25301569
841,73.54916227
1868,70.02605946
326,68.60379643
3003,69.35797636
2672,68.18009307
3001,68.03290834
1464,70.95948939
892,66.37399493
2061,67.07793117
694,70.14487407
387,70.54924202
2571,70.17117561
603,67.22774502
842,68.11809783
322,69.34345396
1867,66.32659676
3359,65.36216531
2664,70.33021348
3398,69.08980228
3464,73.00590598
3156,69.21700915
2563,70.85779432
1280,73.4387723
830,66.24506481
1904,71.4777451
455,69.31816913
307,68.44757854
2120,72.43516123
2305,71.17058747
2262,68.32366764
2050,66.48310643
1302,70.98407107
328,65.93089621
3473,67.54556979
1704,68.21314448
2614,74.11788216
1718,70.79634524
479,68.59040604
3404,64.52634094
2923,71.10557757
117,68.31155984
1971,67.67141355
1557,69.18482947
3190,69.50985237
1029,66.19800895
466,66.97694995
3078,71.95918775
2846,71.32989784
2635,71.94848639
2493,68.57092912
3024,68.6895151
1969,68.00062599
1198,68.37084286
1356,63.94327605
1901,67.76009464
1975,72.24472362
776,73.03009203
568,69.52599428
1786,69.55326838
2807,67.96640648
3103,70.66469951
3432,69.71017624
1092,71.62028583
1257,66.90121174
1998,69.66711517
84,65.95957778
1665,70.38920071
3133,72.3502416
755,70.29135418
2143,70.67291067
2199,63.39934965
511,73.53666772
3386,66.77491633
2436,73.0691967
731,67.11027101
2220,71.89374157
3248,68.08804896
530,68.61738735
2741,68.86875033
765,69.60028264
1479,74.09309741
2002,70.21494716
1361,70.8786331
2901,68.08254615
2903,68.26001881
374,68.91577165
1633,71.46975833
3334,63.77486282
1184,66.60128332
1714,66.1180621
2951,75.42716052
2080,70.41445819
1793,68.02018827
238,74.10455886
127,70.80155896
354,67.40902587
164,67.26360484
1510,67.98597514
2319,65.7634935
3355,69.60829847
1319,70.4044365
2888,69.30950273
2540,74.7069641
472,68.99254357
1997,67.00648013
2986,70.54598058
2042,68.77498649
2809,62.94868151
2137,66.4748368
2812,67.77967032
97,66.83287821
1839,65.09903528
1023,73.72161324
2014,78.99874235
3440,69.71655373
449,69.2253203
550,63.73104817
3143,70.11469362
276,62.600248
2266,71.1706116
178,64.80862144
433,65.33492768
1340,68.27458073
3496,69.29682996
2615,68.48707761
1591,71.66855705
1643,65.79604992
1516,64.80718895
741,76.01230001
867,68.69999563
1769,69.96391207
483,65.43459687
2021,67.7692942
3429,68.31247832
2718,67.97467956
2485,65.05530355
2756,68.77246399
780,67.71742749
548,67.46299066
1963,68.87855263
3325,63.00872253
782,71.16299165
2593,65.21912499
1889,67.6758559
1007,73.23678822
2990,69.71713796
3067,68.41336612
673,76.50188334
2203,71.58255151
686,70.76919327
875,72.29169703
458,66.08768889
1989,72.17513685
1910,66.80278237
1267,66.07669579
752,71.6055731
121,68.72119846
699,70.77315142
3280,70.42760261
2626,67.17137404
1444,67.73061112
1948,70.7152956
2232,66.45203849
2086,69.15689413
31,74.03380762
2154,69.40999469
1750,74.60466805
2071,72.39351243
69,68.89670607
3308,68.19420026
3088,64.0683621
1119,70.85793198
3282,68.08498674
1190,69.00738999
3148,72.87320321
1531,68.9686796
3326,72.07552287
1242,73.12200631
3289,72.14053012
265,64.93134219
2825,67.23126085
1458,68.41482047
1912,69.78150595
504,65.54912127
2324,61.22682866
339,64.73228716
3035,68.74838823
3056,66.90026045
2233,68.10600207
798,65.72603205
930,66.92343676
2957,67.71981426
744,69.56867239
978,67.65294548
2828,65.87234985
61,69.55200509
1775,67.45120933
1602,65.25367085
3414,67.90151493
2460,69.22411519
3450,75.44105793
141,66.14885254
3249,71.44719367
2439,69.01627479
1567,70.19076916
193,72.799224
646,71.60514585
2081,67.88884253
360,73.12626719
3205,68.38252163
57,70.77445907
2863,70.35969056
358,66.76210992
3119,65.7129823
1568,76.45657808
2116,64.33679259
2339,73.62167715
2094,64.23730294
923,69.04314598
2041,68.395164
277,66.23643729
2200,72.21873615
3436,67.17823441
2272,73.5846783
381,67.09758575
2192,68.02526048
2412,65.03853205
1451,70.49137249
1390,67.53354038
1024,66.38800664
2848,68.31418833
1952,70.18999922
66,68.27419147
1055,70.88748661
1739,69.76287854
2076,69.7297502
2342,68.36007218
113,69.19685751
245,65.49899512
1439,68.35616535
1022,70.07932331
980,70.72475802
411,67.58394143
2261,71.13669687
1062,70.97870259
116,69.53721501
3407,70.18702045
3139,63.72025952
247,67.56814301
665,65.973065
3413,69.16398887
3019,64.98809012
92,70.64053009
114,67.26196098
1376,65.10205207
2302,67.05480339
2477,73.08489422
2636,66.70567332
118,67.73896347
1981,74.2979207
2180,70.35199759
162,72.4896554
263,74.22117488
3066,69.08270299
1313,67.61221973
246,65.18722085
2994,72.09346812
775,65.45395717
552,70.66332308
1113,70.02080933
2885,74.26187679
580,70.97626497
844,71.52704769
1460,71.08906207
2887,68.95308194
651,70.66199203
1170,69.44242118
3433,69.74148135
2581,69.58244383
3427,67.98961206
3481,71.7023601
1368,66.25522505
897,66.57798671
3406,66.16653289
676,66.50381494
14,69.24373223
2548,72.44884667
967,68.67738441
1106,67.32371432
240,66.55722857
1254,65.41328069
2648,69.56923538
2321,68.31251969
1936,71.54249121
684,68.27778676
168,65.53069597
1639,67.42796158
1133,67.54202278
2419,69.16948417
1878,66.944999
1715,60.96672328
271,72.52166703
2653,67.89477655
1473,72.08851042
1253,68.79538275
1547,74.70961248
214,65.90330126
3027,68.36285847
344,68.32791586
838,70.53356477
1615,68.76890241
2195,67.3500077
1835,68.21250769
795,72.34158877
412,67.36169467
1712,70.48328834
2831,70.05099011
342,69.74952258
947,67.39683425
2795,72.19290998
2221,64.80414049
1757,68.42358649
377,68.91586364
1491,69.72685973
738,69.92414675
3313,70.95102959
52,68.49145025
18,69.6400599
1309,65.71360843
2269,69.15511404
2450,73.40103328
998,72.23163624
1389,68.22582277
95,65.11748489
1499,68.87542383
2309,71.25353511
2590,69.39964952
2975,70.7796703
179,67.49221827
1598,69.72520733
716,70.71371409
184,71.93588658
467,68.47800208
903,67.87895388
3152,63.41876337
71,70.52322452
2997,67.00355583
1898,72.43950075
2974,60.26719012
2394,70.18876719
2929,70.45158502
1207,74.40120951
2077,69.01064169
3345,71.23093151
2844,69.42761166
1063,70.31506637
1528,69.44720978
2205,69.96821619
658,67.93686881
3475,72.5418967
1838,71.27946177
2442,68.96436673
1076,70.90773669
454,66.02473378
1383,68.12757693
2382,71.10458935
402,71.90600544
989,72.09385998
1445,69.79008942
1472,67.84616021
677,69.21041304
1616,70.69889553
1251,64.57731204
1983,70.46566325
822,69.6031034
963,68.98238073
835,72.47061849
1033,63.63948265
174,66.06513673
939,68.58137352
691,71.46376469
2587,68.05002578
334,69.74482933
873,64.72625594
2853,72.77820977
3297,67.4415353
2055,70.3362271
2565,72.12278473
197,75.94446038
296,67.54906949
2999,63.86155376
3302,71.83944273
1530,72.61840852
1745,67.45627183
122,66.94934165
378,65.8385445
3274,67.78378223
3007,67.80204383
2210,67.03592902
2172,68.16610633
2599,65.75248564
2052,69.21277722
915,74.07020621
1871,71.29393137
3233,70.09517516
3200,69.88530113
611,66.39319245
1771,69.5732598
2335,66.39285493
956,65.84458046
1632,68.36897984
1887,71.52691556
3493,73.66527364
3267,65.15943897
3043,70.46230271
908,71.88269674
506,71.77899537
356,70.4909287
1423,67.19215164
3488,63.27589919
2400,69.89621711
2892,64.57101734
1154,73.61198537
1722,67.66042305
3130,68.6714647
2884,70.25426107
667,68.36860332
886,71.76556166
1284,63.87497175
3195,71.47357056
333,71.74227623
153,69.93847526
1420,66.3401
2835,70.82191668
2549,72.08810651
1840,66.48892899
721,68.59340514
373,68.68725567
2638,72.97521006
312,67.23077189
1849,66.274408
